Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_52_309,VPWR,li1,148.1200,155.0400,1.799883
FILLER_52_305,VPWR,li1,146.5100,155.0400,1.799883
FILLER_52_293,VPWR,li1,143.0600,155.0400,1.799883
FILLER_52_281,VPWR,li1,137.5400,155.0400,1.799883
FILLER_52_279,VPWR,li1,134.0900,155.0400,1.799883
FILLER_52_273,VPWR,li1,132.4800,155.0400,1.799883
FILLER_52_266,VPWR,li1,128.5700,155.0400,1.799883
FILLER_52_261,VPWR,li1,125.8100,155.0400,1.799883
FILLER_52_253,VPWR,li1,123.7400,155.0400,1.799883
FILLER_52_251,VPWR,li1,121.2100,155.0400,1.799883
FILLER_52_245,VPWR,li1,119.6000,155.0400,1.799883
FILLER_52_238,VPWR,li1,115.6900,155.0400,1.799883
FILLER_52_231,VPWR,li1,112.4700,155.0400,1.799883
FILLER_52_225,VPWR,li1,109.4800,155.0400,1.799884
FILLER_52_223,VPWR,li1,108.3300,155.0400,1.799884
FILLER_52_217,VPWR,li1,106.7200,155.0400,1.799884
FILLER_52_210,VPWR,li1,102.8100,155.0400,1.799886
FILLER_52_203,VPWR,li1,99.5900,155.0400,1.799887
FILLER_52_197,VPWR,li1,96.6000,155.0400,1.799889
FILLER_52_189,VPWR,li1,93.1500,155.0400,1.799892
FILLER_52_182,VPWR,li1,89.9300,155.0400,1.799895
FILLER_52_174,VPWR,li1,86.4800,155.0400,1.799899
FILLER_52_169,VPWR,li1,83.7200,155.0400,1.799902
FILLER_52_165,VPWR,li1,82.1100,155.0400,1.799902
FILLER_52_153,VPWR,li1,78.6600,155.0400,1.799907
FILLER_52_146,VPWR,li1,73.6000,155.0400,1.799914
FILLER_52_141,VPWR,li1,70.8400,155.0400,1.799917
FILLER_52_138,VPWR,li1,69.4600,155.0400,1.799917
FILLER_52_126,VPWR,li1,66.2400,155.0400,1.799921
FILLER_52_119,VPWR,li1,60.9500,155.0400,1.799930
FILLER_52_113,VPWR,li1,57.9600,155.0400,1.799934
FILLER_52_109,VPWR,li1,56.3500,155.0400,1.799934
FILLER_52_97,VPWR,li1,52.9000,155.0400,1.799939
FILLER_52_85,VPWR,li1,47.3800,155.0400,1.799947
FILLER_52_81,VPWR,li1,43.4700,155.0400,1.799953
FILLER_52_69,VPWR,li1,40.0200,155.0400,1.799958
FILLER_52_57,VPWR,li1,34.5000,155.0400,1.799966
FILLER_52_53,VPWR,li1,30.5900,155.0400,1.799972
FILLER_52_41,VPWR,li1,27.1400,155.0400,1.799977
FILLER_52_29,VPWR,li1,21.6200,155.0400,1.799985
FILLER_52_27,VPWR,li1,18.1700,155.0400,1.799985
FILLER_52_15,VPWR,li1,15.1800,155.0400,1.799985
FILLER_52_3,VPWR,li1,9.6600,155.0400,1.799985
FILLER_51_307,VPWR,li1,147.6600,149.6000,1.799235
FILLER_51_298,VPWR,li1,142.8300,149.6000,1.799235
FILLER_51_286,VPWR,li1,139.8400,149.6000,1.799238
FILLER_51_265,VPWR,li1,127.6500,149.6000,1.799255
FILLER_51_261,VPWR,li1,126.5000,149.6000,1.799259
FILLER_51_249,VPWR,li1,122.8200,149.6000,1.799270
FILLER_51_237,VPWR,li1,117.3000,149.6000,1.799283
